"","course_code","title","credits","department","course_number"
"1665","HBRW 199","Special Studies: [Topic]","1-12","HBRW","199"
"1666","HBRW 301","Second-Year Modern Hebrew I","4","HBRW","301"
"1667","HBRW 302","Second-Year Modern Hebrew II","4","HBRW","302"
"1668","HBRW 303","Second-Year Modern Hebrew III","4","HBRW","303"
"1669","HBRW 399","Special Studies: [Topic]","1-12","HBRW","399"
"1670","HBRW 401","Research: [Topic]","1-12","HBRW","401"
"1671","HBRW 402","Supervised College Teaching","1-12","HBRW","402"
"1672","HBRW 403","Thesis","1-12","HBRW","403"
"1673","HBRW 404","Internship: [Topic]","1-12","HBRW","404"
"1674","HBRW 405","Reading and Conference: [Topic]","1-12","HBRW","405"
"1675","HBRW 406","Practicum: [Topic]","1-12","HBRW","406"
"1676","HBRW 407","Seminar: [Topic]","1-16","HBRW","407"
"1677","HBRW 408","Workshop: [Topic]","1-12","HBRW","408"
"1678","HBRW 409","Terminal Project","1-12","HBRW","409"
"1679","HBRW 410","Experimental Course: [Topic]","1-16","HBRW","410"
"1680","AAAP 199","Special Studies: [Topic]","1-5","AAAP","199"
"1681","AAAP 400M","Temporary Multilisted Course","1-5","AAAP","400M"
"1682","AAAP 404","Internship: [Topic]","1-12","AAAP","404"
"1683","AAAP 405","Special Problems: [Topic]","1-12","AAAP","405"
"1684","AAAP 406","Practicum: [Topic]","1-12","AAAP","406"
"1685","AAAP 407","Seminar: [Topic]","1-5","AAAP","407"
"1686","AAAP 408","Workshop: [Topic]","1-5","AAAP","408"
"1687","AAAP 410","Experimental Course: [Topic]","1-5","AAAP","410"
"1688","AAAP 411","Introduction to Historic Preservation","3","AAAP","411"
"1689","AAAP 421","American Architecture from a Preservation Perspective I","4","AAAP","421"
"1690","AAAP 422","American Architecture from a Preservation Perspective II","4","AAAP","422"
"1691","AAAP 423","American Architecture from a Preservation Perspective III","4","AAAP","423"
"1692","AAAP 431","National Register Nomination","3","AAAP","431"
"1693","AAAP 438","Building Pathology: Wood","4","AAAP","438"
"1694","AAAP 441","Legal Issues in Historic Preservation","3","AAAP","441"
"1695","AAAP 451","Historic Survey and Inventory Methodology","3","AAAP","451"
"1696","HIST 102","Making Modern Europe","4","HIST","102"
"1697","HIST 103","Europe and the World","4","HIST","103"
"1698","HIST 104","World History Antiquity to 1500","4","HIST","104"
"1699","HIST 105","World History","4","HIST","105"
"1700","HIST 106","World History","4","HIST","106"
"1701","HIST 186","Cultures of India","4","HIST","186"
"1702","HIST 190","Foundations of East Asian Civilizations","4","HIST","190"
"1703","HIST 191","China, Past and Present","4","HIST","191"
"1704","HIST 192","Japan, Past and Present","4","HIST","192"
"1705","HIST 199","Special Studies: [Topic]","1-5","HIST","199"
"1706","HIST 201","Inventing America","4","HIST","201"
"1707","HIST 202","Building the United States","4","HIST","202"
"1708","HIST 203","American Century","4","HIST","203"
"1709","HIST 215","Food in World History","4","HIST","215"
"1710","HIST 240","War in the Modern World I","4","HIST","240"
"1711","HIST 241","War in the Modern World II","4","HIST","241"
"1712","HIST 248","Latinos in the Americas","4","HIST","248"
"1713","HIST 250","African American History","4","HIST","250"
"1714","HIST 251","African American History","4","HIST","251"
"1715","HIST 255","History of the Pacific Islands","4","HIST","255"
"1716","HIST 273","Introduction to Global Environmental History","4","HIST","273"
"1717","HIST 290","Historian's Craft","4","HIST","290"
"1718","HIST 301","Modern Europe","4","HIST","301"
"1719","HIST 302","Modern Europe","4","HIST","302"
"1720","HIST 303","Modern Europe","4","HIST","303"
"1721","HIST 308","History of Women in the United States I","4","HIST","308"
"1722","HIST 309","History of Women in the United States II","4","HIST","309"
"1723","HIST 317","Migrants and Refugees in Modern World History","4","HIST","317"
"1724","HIST 325","Precolonial Africa","4","HIST","325"
"1725","HIST 326","Colonial and Postcolonial Africa","4","HIST","326"
"1726","HIST 340","US Military History","4","HIST","340"
"1727","HIST 342","German History: [Topic]","4","HIST","342"
"1728","HIST 346","Imperial Russia","4","HIST","346"
"1729","HIST 347","Soviet Union and Contemporary Russia","4","HIST","347"
"1730","HIST 351","American Radicalism","4","HIST","351"
"1731","HIST 352","The United States in the 1960s","4","HIST","352"
"1732","HIST 362","History of US Cities","4","HIST","362"
"1733","HIST 363","American Business History","4","HIST","363"
"1734","HIST 368","American West in Popular Culture","4","HIST","368"
"1735","HIST 378","American Environmental History to 1890","4","HIST","378"
"1736","HIST 379","American Environmental History 1890 to Present","4","HIST","379"
"1737","HIST 380","Latin America","4","HIST","380"
"1738","HIST 381","Latin America","4","HIST","381"
"1739","HIST 382","Latin America, 1910 to the Present","4","HIST","382"
"1740","HIST 383","Soccer and Society in Latin America","4","HIST","383"
"1741","HIST 386","India","4","HIST","386"
"1742","HIST 387","Early China","4","HIST","387"
"1743","HIST 388","Vietnam War and the United States","4","HIST","388"
"1744","HIST 396","Samurai in Film","4","HIST","396"
"1745","HIST 399","Special Studies: [Topic]","1-5","HIST","399"
"1746","HIST 400M","Temporary Multilisted Course","1-5","HIST","400M"
"1747","HIST 401","Research: [Topic]","1-9","HIST","401"
"1748","HIST 402","Supervised Tutoring","1-4","HIST","402"
"1749","HIST 403","Thesis","1-9","HIST","403"
"1750","HIST 404","Internship: [Topic]","1-3","HIST","404"
"1751","HIST 405","Reading and Conference: [Topic]","1-6","HIST","405"
"1752","HIST 406","Practicum: [Topic]","1-12","HIST","406"
"1753","HIST 407","Seminar: [Topic]","5","HIST","407"
"1754","HIST 408","Workshop: [Topic]","1-12","HIST","408"
"1755","HIST 409","Terminal Project","1-12","HIST","409"
"1756","HIST 410","Experimental Course: [Topic]","1-6","HIST","410"
"1757","HIST 411","Advanced Reacting to the Past: [Topic]","4","HIST","411"
"1758","HIST 412","Ancient Greece: [Topic]","4","HIST","412"
"1759","HIST 414","Ancient Rome: [Topic]","4","HIST","414"
"1760","HIST 415","Advanced World History: [Topic]","4","HIST","415"
"1761","HIST 416","Advanced Women's History: [Topic]","4","HIST","416"
"1762","HIST 419","African Regional Histories: [Topic]","4","HIST","419"
"1763","HIST 427","Intellectual History of Modern Europe: [Topic]","4","HIST","427"
"1764","HIST 428","Europe in the 20th Century: [Topic]","4","HIST","428"
"1765","HIST 441","16th-Century European Reformations","4","HIST","441"
"1766","HIST 442","Early Modern German History: [Topic]","4","HIST","442"
"1767","HIST 443","Modern Germany: [Topic]","4","HIST","443"
"1768","HIST 444","The Holocaust","4","HIST","444"
"1769","HIST 446","Modern Russia: [Topic]","4","HIST","446"
"1770","HIST 450","The Iraq War","4","HIST","450"
"1771","HIST 455","Colonial American History","4","HIST","455"
"1772","HIST 457","19th-Century United States: [Topic]","4","HIST","457"
"1773","HIST 463","American Economic History: [Topic]","4","HIST","463"
"1774","HIST 466","The American West","4","HIST","466"
"1775","HIST 467","The American West","4","HIST","467"
"1776","HIST 468","The Pacific Northwest","4","HIST","468"
"1777","HIST 469","American Indian History: [Topic]","4","HIST","469"
"1778","HIST 470","African American History to 1877: [Topic]","4","HIST","470"
"1779","HIST 471","African American History since 1877: [Topic]","4","HIST","471"
"1780","HIST 473","American Environmental History: [Topic]","4","HIST","473"
"1781","HIST 483","Latin America: [Topic]","4","HIST","483"
"1782","HIST 487","China: [Topic]","4","HIST","487"
"1783","HIST 490","Japan: [Topic]","4","HIST","490"
"1784","HIST 491","Medicine and Society in Premodern Japan","4","HIST","491"
"1785","HIST 497","Culture, Modernity, and Revolution in China: [Topic]","4","HIST","497"
"1786","HIST 498","Early Japanese Culture and Society: [Topic]","4","HIST","498"
"1787","HC 101H","Liberal Arts: [Topic]","4","HC","101H"
"1788","HC 199H","Special Studies: [Topic]","1-5","HC","199H"
"1789","HC 221H","Arts and Letters Inquiry: [Topic]","4","HC","221H"
"1790","HC 231H","Social Science Inquiry: [Topic]","4","HC","231H"
"1791","HC 241H","Scientific Inquiry: [Topic]","4","HC","241H"
"1792","HC 277H","Thesis Orientation","2","HC","277H"
"1793","HC 301H","Research and Writing: [Topic]","4","HC","301H"
"1794","HC 399H","Special Studies: [Topic]","1-5","HC","399H"
"1795","HC 401H","Research: [Topic]","1-21","HC","401H"
"1796","HC 403H","Thesis","1-21","HC","403H"
"1797","HC 404H","Internship: [Topic]","1-16","HC","404H"
"1798","HC 405H","Reading and Conference: [Topic]","1-21","HC","405H"
"1799","HC 406H","Practicum: [Topic]","1-21","HC","406H"
"1800","HC 407H","Seminar: [Topic]","1-5","HC","407H"
"1801","HC 408H","Workshop: [Topic]","1-12","HC","408H"
"1802","HC 409H","Terminal Project","1-21","HC","409H"
"1803","HC 410H","Experimental Course: [Topic]","1-5","HC","410H"
"1804","HC 421H","Honors College Arts and Letters Colloquium: [Topic]","4","HC","421H"
"1805","HC 431H","Honors College Social Science Colloquium: [Topic]","4","HC","431H"
"1806","HC 434H","Honors College Global Perspectives Colloquium: [Topic]","4","HC","434H"
"1807","HC 441H","Honors College Science Colloquium: [Topic]","4","HC","441H"
"1808","HC 444H","HC US: Difference, Inequality, Agency Colloquium: [Topic]","4","HC","444H"
"1809","HC 477H","Thesis Prospectus","2","HC","477H"
"1810","HPHY 105","Principles of Nutrition","4","HPHY","105"
"1811","HPHY 199","Special Studies: [Topic]","1-4","HPHY","199"
"1812","HPHY 211","Medical Terminology","3","HPHY","211"
"1813","HPHY 212","Scientific Investigation in Physiology","4","HPHY","212"
"1814","HPHY 321","Human Anatomy I","5","HPHY","321"
"1815","HPHY 322","Human Physiology I","5","HPHY","322"
"1816","HPHY 323","Human Anatomy II","5","HPHY","323"
"1817","HPHY 324","Human Physiology II","5","HPHY","324"
"1818","HPHY 325","Human Anatomy and Physiology III","5","HPHY","325"
"1819","HPHY 333","Motor Control","4","HPHY","333"
"1820","HPHY 362","Tissue Injury and Repair","4","HPHY","362"
"1821","HPHY 371","Physiology of Exercise","4","HPHY","371"
"1822","HPHY 374","Clinical Electrocardiography and Exercise","4","HPHY","374"
"1823","HPHY 375","Metabolism and Nutrition","4","HPHY","375"
"1824","HPHY 381","Biomechanics","4","HPHY","381"
"1825","HPHY 399","Special Studies: [Topic]","1-4","HPHY","399"
"1826","HPHY 401","Research: [Topic]","1-15","HPHY","401"
"1827","HPHY 403","Thesis","1-4","HPHY","403"
"1828","HPHY 404","Internship: [Topic]","1-16","HPHY","404"
"1829","HPHY 405","Special Problems: [Topic]","1-12","HPHY","405"
"1830","HPHY 406","Practicum: [Topic]","1-12","HPHY","406"
"1831","HPHY 407","Seminar: [Topic]","1-5","HPHY","407"
"1832","HPHY 408","Workshop: [Topic]","1-15","HPHY","408"
"1833","HPHY 409","Terminal Project","1-12","HPHY","409"
"1834","HPHY 410","Experimental Course: [Topic]","1-5","HPHY","410"
"1835","HPHY 411","Scientific Teaching","1 Credit.","HPHY","411"
"1836","HPHY 412","Sleep Physiology","4","HPHY","412"
"1837","HPHY 413","Muscle Structure, Function, and Plasticity","4","HPHY","413"
"1838","HPHY 414","Muscle Metabolism","4","HPHY","414"
"1839","HPHY 420","Human Anatomy Dissection","2","HPHY","420"
"1840","HPHY 422","Physiology of Obesity","4","HPHY","422"
"1841","HPHY 423","Physiology of Aging","4","HPHY","423"
"1842","HPHY 432","Neural Development","4","HPHY","432"
"1843","HPHY 433","Neurophysiology of Concussion","4","HPHY","433"
"1844","HPHY 434","Movement Disorders","4","HPHY","434"
"1845","HPHY 436","Clinical Neuroscience","4","HPHY","436"
"1846","HPHY 462","Therapeutic Techniques","4","HPHY","462"
"1847","HPHY 470","Environmental Physiology","4","HPHY","470"
"1848","HPHY 473","High Altitude Physiology and Medicine","4","HPHY","473"
"1849","HUM 101","Introduction to the Humanities I","4","HUM","101"
"1850","HUM 102","Introduction to the Humanities II","4","HUM","102"
"1851","HUM 103","Introduction to the Humanities III","4","HUM","103"
"1852","HUM 199","Special Studies: [Topic]","1-5","HUM","199"
"1853","HUM 240","Medical Humanities","4","HUM","240"
"1854","HUM 300","Themes in the Humanities","4","HUM","300"
"1855","HUM 399","Special Studies: [Topic]","1-5","HUM","399"
"1856","HUM 403","Thesis","1-6","HUM","403"
"1857","HUM 405","Reading and Conference: [Topic]","1-6","HUM","405"
"1858","HUM 406","Practicum: [Topic]","1-5","HUM","406"
"1859","HUM 407","Seminar: [Topic]","1-5","HUM","407"
"1860","HUM 409","Terminal Project","1-12","HUM","409"
"1861","HUM 410","Experimental Course: [Topic]","1-5","HUM","410"
"1862","ICH 101","First-Year Ichishki´in","5","ICH","101"
"1863","ICH 102","First-Year Ichishki´in","5","ICH","102"
"1864","ICH 103","First-Year Ichishki´in","5","ICH","103"
"1865","ICH 199","Special Studies: [Topic]","1-5","ICH","199"
"1866","ICH 201","Second-Year Ichishki´in","5","ICH","201"
"1867","ICH 202","Second-Year Ichishki´in","5","ICH","202"
"1868","ICH 203","Second-Year Ichishki´in","5","ICH","203"
"1869","IARC 199","Special Studies: [Topic]","1-5","IARC","199"
"1870","IARC 204","Understanding Contemporary Interiors","4","IARC","204"
"1871","IARC 401","Research: [Topic]","1-6","IARC","401"
"1872","IARC 404","Internship: [Topic]","1-12","IARC","404"
"1873","IARC 405","Special Problems: [Topic]","1-12","IARC","405"
"1874","IARC 406","Practicum: [Topic]","1-12","IARC","406"
"1875","IARC 407","Seminar: [Topic]","1-6","IARC","407"
"1876","IARC 408","Workshop: [Topic]","1-6","IARC","408"
"1877","IARC 409","Terminal Project","1-12","IARC","409"
"1878","IARC 410","Experimental Course: [Topic]","1-6","IARC","410"
"1879","IARC 444","Furniture: Theory and Analysis","3","IARC","444"
"1880","IARC 445","Comprehensive Project Preparation","3","IARC","445"
"1881","IARC 447","Color Theory and Application for the Built Environment","3","IARC","447"
"1882","IARC 471","Interior Construction Elements","3","IARC","471"
"1883","IARC 472","Interior Finishes and Design Application","3","IARC","472"
"1884","IARC 473","Working Drawings in Interior Architecture","4","IARC","473"
"1885","IARC 474","History of Interior Architecture I","3","IARC","474"
"1886","IARC 475","History of Interior Architecture II","3","IARC","475"
"1887","IARC 476","History of Interior Architecture III","3","IARC","476"
"1888","IARC 484","Interior Design","6","IARC","484"
"1889","IARC 486","Furniture Design","6","IARC","486"
"1890","IARC 487","Working Drawings","6","IARC","487"
"1891","IARC 488","Interior Design Comprehensive Project I","8","IARC","488"
"1892","IARC 489","Interior Design Comprehensive Project II","8","IARC","489"
"1893","IARC 492","Electric Lighting","3","IARC","492"
"1894","ITAL 101","First-Year Italian","5","ITAL","101"
"1895","ITAL 102","First-Year Italian","5","ITAL","102"
"1896","ITAL 103","First-Year Italian","5","ITAL","103"
"1897","ITAL 104","Intensive First-Year Italian","5","ITAL","104"
"1898","ITAL 105","Intensive First-Year Italian","5","ITAL","105"
"1899","ITAL 150","Cultural Legacies of Italy","4","ITAL","150"
"1900","ITAL 152","Desire and Resistance: Italian Cinema","4","ITAL","152"
"1901","ITAL 199","Special Studies: [Topic]","1-5","ITAL","199"
"1902","ITAL 201","Second-Year Italian","4","ITAL","201"
"1903","ITAL 202","Second-Year Italian","4","ITAL","202"
"1904","ITAL 203","Second-Year Italian","4","ITAL","203"
"1905","ITAL 301","Cultura e lingua: l'Italia contemporanea","4","ITAL","301"
"1906","ITAL 303","Cultura e lingua: societa, economia, politica","4","ITAL","303"
"1907","ITAL 305","Cultura e lingua: arte, musica, i mass media","4","ITAL","305"
"1908","ITAL 306","La cultura culinaria","4","ITAL","306"
"1909","ITAL 317","Italian Survey of Medieval and Renaissance","4","ITAL","317"
"1910","ITAL 318","Italian Survey: Baroque and Enlightenment","4","ITAL","318"
"1911","ITAL 319","Italian Survey: 19th and 20th Centuries","4","ITAL","319"
"1912","ITAL 350","Global Histories of Italian Food","4","ITAL","350"
"1913","ITAL 399","Special Studies: [Topic]","1-5","ITAL","399"
"1914","ITAL 403","Thesis","3-6","ITAL","403"
"1915","ITAL 405","Reading and Conference: [Topic]","1-6","ITAL","405"
"1916","ITAL 407","Seminar: [Topic]","1-6","ITAL","407"
"1917","ITAL 408","Workshop: [Topic]","1-12","ITAL","408"
"1918","ITAL 409","Terminal Project","1-12","ITAL","409"
"1919","ITAL 410","Experimental Course: [Topic]","1-4","ITAL","410"
"1920","JPN 101","First-Year Japanese","5","JPN","101"
"1921","JPN 102","First-Year Japanese","5","JPN","102"
"1922","JPN 103","First-Year Japanese","5","JPN","103"
"1923","JPN 160","Japanese Cultural Literacy for Travel and Business","4","JPN","160"
"1924","JPN 196","Field Studies: [Topic]","1-2","JPN","196"
"1925","JPN 198","Workshop: [Topic]","1-2","JPN","198"
"1926","JPN 199","Special Studies: [Topic]","1-5","JPN","199"
"1927","JPN 201","Second-Year Japanese I","5","JPN","201"
"1928","JPN 202","Second-Year Japanese II","5","JPN","202"
"1929","JPN 203","Second-Year Japanese III","5","JPN","203"
"1930","JPN 250","Manga Millennium","4","JPN","250"
"1931","JPN 260","Workplace Communication in Japan I","4","JPN","260"
"1932","JPN 261","Workplace Communication in Japan II","4","JPN","261"
"1933","JPN 301","Third-Year Japanese I","5","JPN","301"
"1934","JPN 302","Third-Year Japanese II","5","JPN","302"
"1935","JPN 303","Third-Year Japanese III","5","JPN","303"
"1936","JPN 305","Introduction to Japanese Literature","4","JPN","305"
"1937","JPN 306","Introduction to Japanese Literature","4","JPN","306"
"1938","JPN 307","Introduction to Japanese Literature","4","JPN","307"
"1939","JPN 315","Introduction to Japanese Linguistics","4","JPN","315"
"1940","JPN 320","Japanese in Music","3","JPN","320"
"1941","JPN 399","Special Studies: [Topic]","1-5","JPN","399"
"1942","JPN 401","Research: [Topic]","1-4","JPN","401"
"1943","JPN 403","Thesis","1-6","JPN","403"
"1944","JPN 405","Reading and Conference: [Topic]","1-21","JPN","405"
"1945","JPN 406","Field Studies: [Topic]","1-21","JPN","406"
"1946","JPN 407","Seminar: [Topic]","1-4","JPN","407"
"1947","JPN 408","Workshop: [Topic]","1-21","JPN","408"
"1948","JPN 409","Terminal Project","1-12","JPN","409"
"1949","JPN 410","Experimental Course: [Topic]","1-5","JPN","410"
"1950","JPN 411","Fourth-Year Spoken Japanese","4","JPN","411"
"1951","JPN 412","Fourth-Year Spoken Japanese","4","JPN","412"
"1952","JPN 413","Fourth-Year Spoken Japanese","4","JPN","413"
"1953","JPN 414","Fourth-Year Reading and Writing Japanese","4","JPN","414"
"1954","JPN 415","Fourth-Year Reading and Writing Japanese","4","JPN","415"
"1955","JPN 416","Fourth-Year Reading and Writing Japanese","4","JPN","416"
"1956","JPN 425","Modern Japanese Literature: [Topic]","4","JPN","425"
"1957","JPN 434","Advanced Readings in Japanese Literature","4","JPN","434"
"1958","JPN 435","Advanced Readings in Japanese Literature","4","JPN","435"
"1959","JPN 436","Advanced Readings in Japanese Literature","4","JPN","436"
"1960","JPN 455","Japanese Business Culture and Language","4","JPN","455"
"1961","JPN 473","Japanese Environmental Cinema","4","JPN","473"
"1962","JPN 480","Early Modern Comics","4","JPN","480"
"1963","JPN 490","Translation and Japanese Literature","4","JPN","490"
"1964","JCOM 101","Media Professions","4","JCOM","101"
"1965","JCOM 102","Story Craft Audio","2","JCOM","102"
"1966","JCOM 103","Story Craft Visual","2","JCOM","103"
"1967","JCOM 196","Field Studies: [Topic]","1-2","JCOM","196"
"1968","JCOM 198","Workshop: [Topic]","1-12","JCOM","198"
"1969","JCOM 199","Special Studies: [Topic]","1-5","JCOM","199"
"1970","JCOM 199L","Special Studies: [Topic]","2","JCOM","199L"
"1971","JCOM 201","Making Sense of Media","4","JCOM","201"
"1972","JCOM 202","How Stories Work","4","JCOM","202"
"1973","JCOM 203","Writing as Practice","4","JCOM","203"
"1974","JCOM 220","Introduction to Documentary Production","4","JCOM","220"
"1975","JCOM 221","Media Studies Production","2","JCOM","221"
"1976","JCOM 241","Principles of Multimedia Techniques","4","JCOM","241"
"1977","JCOM 280","Introduction to Studying Games","4","JCOM","280"
"1978","JCOM 299","Special Studies: [Topic]","1-5","JCOM","299"
"1979","JCOM 299L","Special Studies: [Topic]","4","JCOM","299L"
"1980","JCOM 301","Gender, Media and Diversity","4","JCOM","301"
"1981","JCOM 302","Communication Law","4","JCOM","302"
"1982","JCOM 303","Media Ethics","4","JCOM","303"
"1983","JCOM 304","Business of Media","4","JCOM","304"
"1984","JCOM 305","Media History","4","JCOM","305"
"1985","JCOM 306","Global Communications","4","JCOM","306"
"1986","JCOM 311","Introduction to Media Studies","4","JCOM","311"
"1987","JCOM 312","Media Studies Research Methods","4","JCOM","312"
"1988","JCOM 314","Understanding Disney","4","JCOM","314"
"1989","JCOM 315","Indigenous Media","4","JCOM","315"
"1990","JCOM 316","Black American Media","4","JCOM","316"
"1991","JCOM 317","Media and Religion","4","JCOM","317"
"1992","JCOM 318","Documenting International Human Rights","4","JCOM","318"
"1993","JCOM 322","Documentary Screening and Guests","4","JCOM","322"
"1994","JCOM 330","Journalism and Democracy","4","JCOM","330"
"1995","JCOM 331","Fundamentals of Reporting and Interviewing","8","JCOM","331"
"1996","JCOM 332","Public Affairs Journalism","4","JCOM","332"
"1997","JCOM 333","Audiences","4","JCOM","333"
"1998","JCOM 341","Audio Journalism I","4","JCOM","341"
"1999","JCOM 342","Video Journalism I","4","JCOM","342"
"2000","JCOM 345","Photojournalism I","4","JCOM","345"
"2001","JCOM 347","Social Media Journalism","4","JCOM","347"
"2002","JCOM 348","Media Entrepreneurship","4","JCOM","348"
"2003","JCOM 349","Project Management","4","JCOM","349"
"2004","JCOM 350","Creative Strategist","4","JCOM","350"
"2005","JCOM 351","Advertising and Culture","4","JCOM","351"
"2006","JCOM 352","Writing Design Concepts","4","JCOM","352"
"2007","JCOM 353","Curiosity for Strategists","4","JCOM","353"
"2008","JCOM 354","Understanding Brands","4","JCOM","354"
"2009","JCOM 355","Brand Responsibility","4","JCOM","355"
"2010","JCOM 356","Psychology of Advertising","4","JCOM","356"
"2011","JCOM 359","Account Management","4","JCOM","359"
"2012","JCOM 360","Advertising Creative Studio I","4","JCOM","360"
"2013","JCOM 361","Advertising Media Planning","4","JCOM","361"
"2014","JCOM 365","Introduction to Media Design","4","JCOM","365"
"2015","JCOM 370","Public Relations Fundamentals","4","JCOM","370"
"2016","JCOM 371","Writing for Influence","4","JCOM","371"
"2017","JCOM 372","Writing for Digital Audiences","4","JCOM","372"
"2018","JCOM 373","Advanced Media Relations","4","JCOM","373"
"2019","JCOM 380","The Games Industry","4","JCOM","380"
"2020","JCOM 381","Theories of Play in Media and Communication","4","JCOM","381"
"2021","JCOM 382","Game Design and Critique","4","JCOM","382"
"2022","JCOM 383","Understanding E-Sports","4","JCOM","383"
"2023","JCOM 385","Science of Science Communication","4","JCOM","385"
"2024","JCOM 399","Special Studies: [Topic]","1-8","JCOM","399"
"2025","JCOM 399L","Special Studies: [Topic]","4","JCOM","399L"
"2026","JCOM 400M","Temporary Multilisted Course","1-5","JCOM","400M"
"2027","JCOM 401","Research: [Topic]","1-9","JCOM","401"
"2028","JCOM 403","Thesis","1-9","JCOM","403"
"2029","JCOM 404","Internship: [Topic]","1-9","JCOM","404"
"2030","JCOM 405","Reading and Conference: [Topic]","1-5","JCOM","405"
"2031","JCOM 406","Practicum: [Topic]","1-12","JCOM","406"
"2032","JCOM 407","Seminar: [Topic]","1-4","JCOM","407"
"2033","JCOM 408","Workshop: [Topic]","1-6","JCOM","408"
"2034","JCOM 409","Terminal Project","1-12","JCOM","409"
"2035","JCOM 410","Experimental Course: [Topic]","1-4","JCOM","410"
"2036","JCOM 411M","US Film Industry","4","JCOM","411M"
"2037","JCOM 419","Reality Television","4","JCOM","419"
"2038","JCOM 420","Documentary Pre-Production","4","JCOM","420"
"2039","JCOM 421","Documentary Production","4","JCOM","421"
"2040","JCOM 422","Documentary Post-Production","4","JCOM","422"
"2041","JCOM 427M","Latino Roots I","4","JCOM","427M"
"2042","JCOM 428M","Latino Roots II","4","JCOM","428M"
"2043","JCOM 431","Data Journalism","4","JCOM","431"
"2044","JCOM 433","Catalyst Journalism","4","JCOM","433"
"2045","JCOM 434","Investigative Journalism","4","JCOM","434"
"2046","JCOM 435","Profiles and Narrative","4","JCOM","435"
"2047","JCOM 446","Photojournalism III Multimedia Storytelling","4","JCOM","446"
"2048","JCOM 455","Brand Strategy","4","JCOM","455"
"2049","JCOM 457","Sports Brand Strategy","4","JCOM","457"
"2050","JCOM 461","Advertising Campaigns","4","JCOM","461"
"2051","JCOM 462","National Student Advertising Competition Campaigns","5","JCOM","462"
"2052","JCOM 470","Strategic Communications Research Methods","4","JCOM","470"
"2053","JCOM 471","The Public Relations Planning Process","4","JCOM","471"
"2054","JCOM 472","Public Relations Campaigns","4","JCOM","472"
"2055","JCOM 473","Public Relations Strategies: [Topic]","4","JCOM","473"
"2056","JCOM 474","Crisis Communication","4","JCOM","474"
"2057","JCOM 475","New Technology and Public Relations","4","JCOM","475"
"2058","JCOM 476","Social Media Strategies","4","JCOM","476"
"2059","JCOM 477","Sports Public Relations","4","JCOM","477"
"2060","JCOM 478","Sustainability Public Relations","4","JCOM","478"
"2061","JCOM 480","Gamification and the Media","4","JCOM","480"
"2062","JCOM 485","Science Communication and Decision Making","4","JCOM","485"
"2063","JCOM 486","Environmental Communication Strategies","4","JCOM","486"
"2064","JDST 199","Special Studies: [Topic]","1-12","JDST","199"
"2065","JDST 212","Medieval and Early Modern Judaism","4","JDST","212"
"2066","JDST 213","The Jewish Encounter with Modernity","4","JDST","213"
"2067","JDST 330","American Jewish Cultures","4","JDST","330"
"2068","JDST 352","Jewish Literature and Culture","4","JDST","352"
"2069","JDST 353","Jewish Image and Media","4","JDST","353"
"2070","JDST 354","Jewish Thought and History","4","JDST","354"
"2071","JDST 399","Special Studies: [Topic]","1-12","JDST","399"
"2072","JDST 401","Research: [Topic]","1-12","JDST","401"
"2073","JDST 402","Supervised College Teaching","1-12","JDST","402"
"2074","JDST 403","Thesis","1-12","JDST","403"
"2075","JDST 404","Internship: [Topic]","1-12","JDST","404"
"2076","JDST 405","Reading and Conference: [Topic]","1-12","JDST","405"
"2077","JDST 406","Practicum: [Topic]","1-12","JDST","406"
"2078","JDST 407","Seminar: [Topic]","1-16","JDST","407"
"2079","JDST 408","Workshop: [Topic]","1-12","JDST","408"
"2080","JDST 409","Terminal Project","1-12","JDST","409"
"2081","JDST 410","Experimental Course: [Topic]","1-16","JDST","410"
"2082","KRN 101","First-Year Korean","5","KRN","101"
"2083","KRN 102","First-Year Korean","5","KRN","102"
"2084","KRN 103","First-Year Korean","5","KRN","103"
"2085","KRN 151M","Introduction to Korean Cinema","4","KRN","151M"
"2086","KRN 199","Special Studies: [Topic]","1-5","KRN","199"
"2087","KRN 201","Second-Year Korean I","5","KRN","201"
"2088","KRN 202","Second-Year Korean II","5","KRN","202"
"2089","KRN 203","Second-Year Korean III","5","KRN","203"
"2090","KRN 301","Third-Year Korean I","5","KRN","301"
"2091","KRN 302","Third-Year Korean II","5","KRN","302"
"2092","KRN 303","Third-Year Korean III","5","KRN","303"
"2093","KRN 309","Languages and Cultural Formation in Korea","4","KRN","309"
"2094","KRN 315","Introduction to Korean Linguistics","4","KRN","315"
"2095","KRN 361","Korean Popular Culture and Transnationalism","4","KRN","361"
"2096","KRN 362M","Contemporary Korean Film","4","KRN","362M"
"2097","KRN 399","Special Studies: [Topic]","1-5","KRN","399"
"2098","KRN 403","Thesis","1-6","KRN","403"
"2099","KRN 410","Experimental Course: [Topic]","1-5","KRN","410"
"2100","LERC 401","Research: [Topic]","1-21","LERC","401"
"2101","LERC 405","Reading and Conference: [Topic]","1-21","LERC","405"
"2102","LERC 406","Field Studies: [Topic]","1-12","LERC","406"
"2103","LERC 407","Seminar: [Topic]","1-5","LERC","407"
"2104","LERC 408","Workshop: [Topic]","1-21","LERC","408"
"2105","LERC 410","Experimental Course: [Topic]","1-5","LERC","410"
"2106","LA 196","Field Studies: [Topic]","1-12","LA","196"
